CS3210,Parallel Computing,"The aim of this module is to provide an introduction to the field of parallel computing with hands-on parallel programming experience on real parallel machines. The module is divided into four parts: parallel computation models and parallelism, parallel architectures, parallel algorithm design and programming, and new parallel computing models. Topics includes: theory of parallelism and models; shared-memory architectures; distributed-memory architectures; data parallel architectures; interconnection networks, topologies and basic of communication operations; principles of parallel algorithm design; performance and scalability of parallel programs, overview of new parallel computing models such as grid, cloud, GPGPU ",4,CG2007 or CS2100,Nil,1,80,0,
CS3211,Parallel and Concurrent Programming,"A concurrent system consists of a set of processes that executes simultaneously and that may collaborate by communicating and synchronising with one another. Examples of concurrent systems are parallel programmes that describe sets of collaborating processes. This module introduces the design, development and debugging of parallel programmes. It will build on the concurrency concepts gained from the Operating Systems module. It covers concepts and modelling tools for specifying and reasoning (about the properties of) concurrent systems and parallel programmes. It also covers principles of performance analysis, asynchronous and asynchronous parallel programming, and engineering concurrent systems and parallel programmes.  ",4,CS2106 or CG2271,Nil,0,,1,
CS3212,Programming Languages,"This module provides the students with theoretical knowledge and practical skill in design and implementation of programming languages. It discusses the theory behind the fundamental programming paradigms (imperative, functional, logic, and object-oriented) and behind basic programming language concepts such as binding, scope, parameter-passing mechanisms and types. It introduces the language processing techniques of interpretation and compilation. A discussion of virtual machines highlights that programme execution almost always uses both, often in a multi-level hierarchical architecture. The course covers automatic memory management as a feature of programming systems and its implementation.  ",4,CS2010 or its equivalent,Nil,0,,0,
CS3213,Software Systems Design,"Software design is a life cycle activity in which software requirements are analyzed to produce a description of the software&#39;s internal structure that serves as the basis for its construction. Software design consists of two activities that fit between software requirements analysis and software construction: software architectural design and software detailed design. Typical outcomes are the software architecture and the interfaces between components, specified in a design document. This module covers both levels of design and aims to equip students with the knowledge and skills for generating design documents and evaluating design alternatives in an iterative software development process.",4,CS2103,Nil,0,,0,
CS3215,Software Engineering Project,"The module requires students to work through, in groups, a complete Systems Development Life Cycle to develop a well-tested, production-quality large-scale software system. Students will apply best software engineering practices taught in CS2103 and CS3215. They will also sharpen their communication skills through close team interactions, consultations, and formal presentations. The module emphasises engineered design, efficient implementation and rigorous testing of software, as well as effective communications among students. Students will be assessed based on their understanding and ability to apply and communicate what they have learned in CS2103 and CS3215 on a real-life application system.",8,CS2103 and CS2301,Nil,0,,0,
CS3216,Software Product Engineering for Digital Markets,"This module is a follow-up of CS3217 on the practice of software engineering on modern application platforms such as mobile devices, the Web and cloud systems. Students will work in small project teams to develop well-tested, production-quality software. This module focuses on the design and rapid iterative development of real-world applications. Students will analyse user needs, design and develop applications that meet user needs, and address user feedback of the applications. Students will also learn rapid development using APIs, Open Source tools and other modern tools, and deployment of the applications in the Web or cloud system.",5,CS2103/CS2103T or with special approval from instructor. Students will submit personal statements to apply for a place in the course instead of bidding through the CORS system.,Nil,1,60,0,
CS3217,Software Engineering on Modern Application Platforms,"This module introduces students to the practice of software engineering on modern application platforms such as mobile devices, the Web and cloud systems. Students will work in small project teams to develop well-tested, production-quality software. This module focuses on building core software engineering skills and competencies in programming modern application platforms. It also trains students to work well in project teams. Students will be assessed on both their individual programming competencies and their software engineering skills in final team project.",5,CS2103 or with special approval from instructor. Students will submit personal statements to apply for a place in the course instead of bidding through the CORS system.,Nil,0,,1,
CS3218,Multimodal Processing in Mobile Platforms,"Modern mobile platforms such as smart phones and tablets are equipped with an increasing number of sensing modalities. In addition to traditional components such as keyboards and touch screens, they are also equipped with cameras, microphones, inertial sensor, and GPS receivers. With these modalities all packed into a single platform, it is important to empower application developers with basic knowledge and practical skills in dealing with these modalities. This module introduces the students to basic theories, concept and practical skills needed in input, processing and output of multimodal data on mobile platforms.",4,(MA1521 or MA1505 or MA1102R) and (MA1101R or MA1506) and (CS2108 or EE3206),Nil,0,,1,
CS3219,Software Engineering Principles and Patterns,"This module provides an in-depth, hands-on experience in key aspects of software engineering that accompany the development of software. Based on proven principles and best practices, this module focuses on software architectural design from the perspective of the software process. It covers techniques for requirement elicitation and specification that provide sound base for architectural design. The module covers design decision exploration as well as patterns that explicate principles and best practices in replicable form.",4,CS2103 or CS2103T Software Engineering,CS3213 Software Systems Design,1,80,1,80
CS3220,Computer Architecture,"The objective of this module is concerned with design techniques involving the use of parallelism to improve the performance of computer systems. The module is divided into three parts. Part I considers the fundamental methods to improve the performance of single processor systems. Topics include the design principle of instruction set, memory hierarchy, pipeline design techniques, RISC and vector computer. In Part II, multi-processor systems using shared memory are examined in detail, and Part III, multi-processor systems that do not use shared memory are examined.",4,CS2106,EEE &amp; CPE students are not allowed to take this module.,0,,0,
CS3221,Operating Systems Design and Pragmatics,"This module builds upon the conceptual foundation formed in CS2106 and extends it to the study of real-life operating systems. The focus is to understand how actual operating systems work including the pragmatics, system architecture and design and implementation. Details will be drawn from contemporary operating systems such as Unix/Linux and Windows. Topics include kernel architecture and interfaces, computer architecture issues, process APIs and implementation, threads, scheduling, physical and kernel memory management, virtual memory, synchronisation and interprocess communication mechanisms, multi-processor issues, device characteristics and management, file system implementation, memory mapped files, special purpose file systems.",4,(CS1020 or its equivalent) and CS2106,Nil,0,,0,
CS3223,Database Systems Implementation,"This module provides an in-depth study of the concepts and implementation issues related to database management systems. It first covers the physical implementation of relational data model, which includes storage management, access methods, query processing, and optimisation. Then it covers issues and techniques dealing with multi-user application environments, namely, transactions, con-currency control and recovery. The third part covers object-database systems that are useful extension of relational databases to deal with complex data types. The last part covers database technologies required for modern decision support systems, including data warehousing, data mining and knowledge discovery and online analytical processing.",4,(CS2010 or its equivalent) and (CS2102 or CS2102S),Nil,0,,1,
CS3225,Combinatorial Methods in Bioinformatics,"After the complete sequencing of a number of genomes, we are in the stage to understand the mystery of our body, that is, we need to understand the information encoded in the genome and its relationship with RNA and protein. This aim of this module is to cover algorithms related to this stage. In the module, we will cover the algorithms related to genome annotation, motif identification, proteomics, population genetics, microarray, etc.",4,(CS2010 or its equivalent) and (CS2220 or LSM2104),Nil,0,,1,
CS3226,Web Programming and Applications,"This module introduces students to software development on the Web platforms. Students will be exposed to important computer science concepts, including networking, databases, computer security, user interface design, programming languages, and software engineering. These concepts will be tied together through hands-on practice in building a Web-based application using the current Web development technology. At the end of the module, students are expected to be able to design and develop a Web application, to appreciate the underlying technology needed to build a Web application, and to develop a fundamental understanding of related computer science concepts.",4,CS1020 or its equivalent,,0,,1,
CS3230,Design and Analysis of Algorithms,"This module introduces different techniques of designing and analysing algorithms. Students will learn about the framework for algorithm analysis, for example, lower bound arguments, average case analysis, and the theory of NP-completeness. In addition, students are exposed to various algorithm design paradigms. The module serves two purposes: to improve the students&#39; ability to design algorithms in different areas, and to prepare students for the study of more advanced algorithms. The module covers lower and upper bounds, recurrences, basic algorithm paradigms (such as prune-and-search, dynamic programming, branch-and-bound, graph traversal, and randomised approaches), amortised analysis, NP-completeness, and some selected advanced topics.",4,(CS2010 or its equivalent) and (CS1231 or MA1100),EEE and CPE students can only take this module as a technical elective to satisfy the programme requirements or UEM but not CFM/ULR-Breadth.,1,120,1,
CS3233,Competitive Programming,"This module aims to prepare students in competitive problem solving. It covers techniques for attacking and solving challenging computational problems. Fundamental algorithmic solving techniques covered include divide and conquer, greedy, dynamic programming, backtracking and branch and bound. Domain specific techniques like number theory, computational geometry, string processing and graph theoretic will also be covered. Advanced AI search techniques like iterative deepening, A* and heuristic search will be included. The module also covers algorithmic and programming language toolkits used in problem solving supported by the solution of representative or well-known problems in the various algorithmic paradigms.",4,At least grade A- in (CS2010 or its equivalent) or special permission,Nil,0,,1,
CS3234,Logic and Formal Systems,"This module focuses on the deductive and algorithmic aspects of both classical and non-classical logics. It introduces logic as a means for specifying, verifying and reasoning about computer programmes. It emphasizes, in contrast to other similar logic courses, on how logic can be used to represent computational problems, how these representations can be proven correct and how they can be executed on a computer. Topics covered include classical logic theories, logic programming, modal logic, and an introduction to non-standard logics. Treatments of predicate calculus and temporal logic are fully covered with emphasis on their specification, verification, deductive and algorithmic aspects.",4,CS1231 or MA1100; Programming experience is preferred.,Nil,0,,1,
CS3235,Computer Security,"The objective of this module is to provide a broad understanding of computer security with some in-depth discussions on selected topics in system and network security. This module covers the following topics: intrusion detection, DNS security, electronic mail security, authentication, access control, buffer overflow, memory and stack protection, selected topics in application security, for instance, web security, and well-known attacks.",4,(CS2105 or EE3204) and (CS2106 or CG2271) and CS2107,Nil,1,100,1,
CS3236,Introduction to Information Theory,"This module introduces the basics of modern information theory. It covers how information can be quantified, and what this quantification tells us about how well we can compress and transmit information without error. It discusses basic error correcting techniques, and information-theoretic cryptography. Topics covered include: mathematical techniques, entropy measures, fundamental limits to data compression and noisy-channel coding, examples of error-correcting codes, examples of information theoretic cryptography (commitments, secure computation, key distribution, randomness extraction).",4,(CS1231 or MA1100) and (ST2334 or ST2131),Nil,0,,1,60
CS3240,Interaction Design,"This course is intended for students in computing and related disciplines whose work focuses on human-computer interaction issues in the design of computer systems. The course stresses the importance of user-centred design and usability in the development of computer applications and systems. Students will be taken through the analysis, design, development, and evaluation of human-computer interaction methods for computer systems. They will acquire hands-on design skills through laboratory exercises and assignments. The course also covers HCI design principles and emphasizes the importance of contextual, organisational, and social factors in system design.",4,CS1020 or its equivalent; CNM students: NM2217,Nil,0,,1,
CS3241,Computer Graphics,"This module teaches some graphics hardware devices, reviews the mathematics related to the understanding, and discusses the fundamental areas of computer graphics. After completing the course, students are expected to understand the basic computer graphics terminology and concepts, and to be able to design and implement simple 2D and 3D interactive computer graphics related programmes. As an enrichment part of the course, students are introduced the state-of-the-art development in computer graphics by viewing interesting video clips and experimenting with demo programme made available in the course web.",4,CS1020 or its equivalent,EEE and CPE students can only take this module as a technical elective to satisfy the programme requirements or UEM but not CFM/ULR-Breadth.,1,140,1,
CS3242,3D Modelling and Animation,"This module aims to provide fundamental concepts in 3D modelling and animation. It also serves as a bridge to advanced media modules. After taking this module, students should be able to use these concepts to easily build or work with digital models, manipulate the models by means of computer deformation and animation, and use lighting and rendering techniques to create appealing scenes. Topics include coordinate spaces, transforms, 3D model representations, hierarchical structures, deformation, procedural modelling, particle systems, character animation, shading networks, lighting, and scripting concepts.",4,CS3241 and PC1221 and MA1521 and MA1101R,CS4342,0,,1,
CS3243,Introduction to Artificial Intelligence,"The module introduces the basic concepts in search and knowledge representation as well as to a number of sub-areas of artificial intelligence. It focuses on covering the essential concepts in AI. The module covers Turing test, blind search, iterative deepening, production systems, heuristic search, A* algorithm, minimax and alpha-beta procedures, predicate and first-order logic, resolution refutation, non-monotonic reasoning, assumption-based truth maintenance systems, inheritance hierarchies, the frame problem, certainly factors, Bayes&#39; rule, frames and semantic nets, planning, learning, natural language, vision, and expert systems and LISP.",4,(CS2010 or its equivalent) and (CS1231 or MA1100).,EEE and CPE students can only take this module as a technical elective to satisfy the programme requirements or UEM but not CFM/ULR-Breadth.,0,,1,
CS3244,Machine Learning,"This module introduces basic concepts and algorithms in machine learning and neural networks. The main reason for studying computational learning is to make better use of powerful computers to extract knowledge (or regularities) from the raw data. The ultimate objective is to build self-learning systems to relieve humans from some programming tasks. At the end of the course, students are expected to be familiar with the theories and paradigms of computational learning, and capable of implementing basic learning systems.",4,(CS2010 or its equivalent) and (ST1232 or ST2131 or ST2132 or ST2334),Nil,1,120,0,
CS3245,Information Retrieval,"This module discusses the basic concepts and methods of information retrieval including capturing, representing, storing, organizing, and retrieving unstructured or loosely structured information. The most well-known aspect of information retrieval is document retrieval: the process of indexing and retrieving text documents. However, the field of information retrieval includes almost any type of unstructured or semi-structured data, including newswire stories, transcribed speech, email, blogs, images, or video. Therefore, information retrieval is a critical aspect of Web search engines. This module also serves as the foundation for subsequent modules on the understanding, processing and retrieval of particular web media.",4,CS2010 or its equivalent,Nil,0,,1,
CS3246,Multimedia Content Analysis and Search,"This module presents techniques for the representation, compression, storage, analysis and retrieval of Web-scale digital multimedia information, and their implementation as media search engines. The module is divided into 2 parts. The first part discusses the characteristics, mathematical foundation, compression, processing and applications of digital multimedia data including: text, image and video. It also covers standards in digital multimedia data such as JPEG, MPEG &amp; H261, etc. The second part covers the analysis and retrieval of multimedia contents, including text, image and video. The course will also introduce modern architecture for text and image search engines.",4,CS1020 or its equivalent,CS4341,0,,0,
CS3247,Game Development,"The objective of this module is to introduce techniques for electronic game design and programming. This module covers a range of important topics including 3D maths, game physics, game AI, sound, as well as user interface for computer games. Furthermore, it will give an overview of computer game design to the students. Through laboratory programming exercises, the students will have hands-on programming experience with popular game engines and will develop basic games using those engines.",4,CS3241 and PC1221,CS4213,0,,1,
CS3249,User Interface Development,"This module aims at providing students with technical skills and hands-on experience of user interface development. It focuses on the design and implementation of user interfaces in general, including graphical user interface. It covers essential topics including user interface models, psychology of humans and computers, user interface style, layout guidelines, GUI programming with widget toolkits, interaction models, event handling, multithreading, interacting with multimedia hardware, usability testing. Selected advanced topics such as geometric transformation, and 3D user interfaces, multiple-user interaction and real-time interaction are also covered.",4,CS2103 or CS2103T,Nil,0,,1,
CS3271,Software Engineering for Reactive Systems,"Reactive systems are real-time systems that continuously interact with the environment. This module introduces students to the software engineering principles for designing systems such as controllers and signal processors that are used in a wide variety of settings, including industrial plants, chemical reactors, flight and automotive controllers and robots. Topics to be covered will include fundamentals of control software, programming languages for real-time controllers, and verification and optimisation of software for digital control systems. Apart from a variety of programming assignments, this course will also introduce students to some relevant research topics in this area.",4,CG2271 or CS2271,"EE3304, EE/CPE students",0,,0,
CS3281,Thematic Systems Project I,"This module is the first part of a two-part series on the development of large-scaled computer systems to solve real-world problems under specific themes such as healthcare, security and surveillance, tourism, etc. Students with complementary technical expertise will form project teams to work on real-world projects under the supervision of CS professors and industrial partners. This first part focuses on the analysis of the real-world problems, formulation of the computing requirements of the desired solution that meets the user&#39;s needs, design of the computer systems according to the requirements, and evaluation of the design.",4,CS2103 and have passed at least one primary module in a CS focus area. Student selection process will be enforced.,Nil,0,,1,
CS3282,Thematic Systems Project II,"This module is the second part of a two-part series on the development of large-scaled computer systems to solve real-world problems under specific themes such as healthcare, security and surveillance, tourism, etc. Students with complementary technical expertise will form project teams to work on real-world projects under the supervision of CS professors and industrial partners. This second part focuses on the development of algorithms required for the systems, implementation and testing of the algorithms and the systems, and evaluation of the systems according to the users&#39; requirements.",4,CS3281 and have passed at least two primary modules in a CS focus area. Student selection process will be enforced.,Nil,0,,1,
CS3283,Media Technology Project I,"This module is the first part of a two-part series on the development of media technology systems such as interactive systems, games, retrieval systems, multimedia computing applications, etc. Students will form project teams to work on media technology projects. This first part focuses on the analysis of the user&#39;s needs, formulation of the computing requirements of the desired solution that meets the user&#39;s needs, design of the systems according to the requirements, implementation of first-cut prototype for evaluation purpose, and evaluation of the design.",4,(CS2103 or CS2103T) and (CS3218 or CS3240 or CS3241 or CS3242 or CS3245 or CS3246 or CS3247 or CS3248 or CS3249 or module approved by Department of Computer Science,"CS4201,CS4202,CS4203,CS4204",0,,1,
CS3284,Media Technology Project II,"This module is the second part of a two-part series on the development of media technology systems such as interactive systems, games, retrieval systems, multimedia computing applications, etc. Students will form project teams to work on media technology projects. This second part focuses on the development of algorithms required for the systems, implementation and testing of the algorithms and the systems, and evaluation of the systems according to the users&#39; requirements.",4,CS3283.,"CS4201,CS4202,CS4203,CS4204",1,,1,
CS3343,Digital Media Production,"Development of digital media products such as videos, games, animations and digital special effects require both technical skills and artistic creativity. Common to these different media is the process of digital media production. This module aims at introducing the process of digital media production, in particular, video production. It covers pre-production, production and post-production processes, focusing on main activities such as storyboarding, camera, lighting, audio/sound, directing, recording and digital editing. The students will learn both artistic expression and the technical skills of using digital equipment and software tools. They will also engage in hands-on practice of digital video production.",4,SoC students: CS1020 or its equivalent; CNM students: NM2208 or NM2217,Nil,0,,0,
CS3882,Breakthrough Ideas for Digital Markets,"This module provides students the opportunity to explore and conceptualise new digital products or services that will impact people and enterprises. Students will cultivate the importance of thinking &#39;design&#39; for the purpose of developing valuable, captivating and usable digital products or services. The module will provide students with insights into the innovation process and case studies of successful innovation. Exposure to ideas from leading companies and serial entrepreneurs will motivate ideation. Students will be required to benchmark their ideas for competitive positioning.",4,"Read and passed 80 MCs of modules. Students from Engineering, Science, and FASS with sufficient computing background and have read and passed 80 MCs of module may also apply to read. Student selection process will be enforced.",Nil,0,,0,
CS4211,Formal Methods for Software Engineering,"Before software can be designed, its requirements must be well understood. Before requirements can be expressed the application domain must be similarly well understood. This course will cover some of the advanced and sound formal techniques of the three major phases of Software Engineering: Domain Engineering (e.g. ontology), Requirements Engineering (e.g. precise specifications), and Software Design (e.g. analyzable models and reasoning tools).",4,CS2103,Nil,0,,0,
CS4212,Compiler Design,"The objective of this module is to introduce the principal ideas behind programme compilation, and discusses various techniques for programme parsing, programme analysis, programme optimisation, and run-time organisation required for programme execution. Topics covered include regular expressions, context-free grammars, lexical analysis, syntax analysis; different algorithms for parsing codes, such as top-down parsing, bottom-up parsing; translation to abstract syntax using modern parser generator technology, intermediate representation, semantics analysis, type system, un-optimised code generation, code optimisation, data-flow analysis, instruction scheduling.",4,CS2104,Nil,1,60,0,
CS4214,Formal Semantics,"The objective of this course is to provide the basic mathematical techniques to study the semantics and logical reasoning of programmes and programming languages. This enables the students the ability to understand semantics specifications and to develop new ones for new languages. The course also describes and compares various advanced programming language features. The course combines theory and practice. Topics covered include axiomatic, denotational and operational semantics, type systems, template meta-programming, staged/generic programming, XML and XML processing.",4,CS2104 or CS3212 or CS3234,Nil,0,,0,
CS4215,Programming Language Implementation,"This module provides the students with theoretical knowledge and practical skill in the implementation of programming languages. It discusses implementation aspects of fundamental programming paradigms (imperative, functional and object-oriented), and of basic programming language concepts such as binding, scope, parameter-passing mechanisms and types. It introduces the language processing techniques of interpretation and compilation and virtual machines. The lectures are accompanied by lab sessions which will focus on language processing tools, and take the student through a sequence of programming language implementations. This module also covers automatic memory management, dynamic linking and just-in-time compilation, as features of modern execution systems.",4,CS2010 or its equivalent and CS2104,Nil,0,,1,
CS4216,Constraint Logic Programming,"This course introduces the programming methodology of Constraint Logic Programming (CLP). It first covers programming in PROLOG, the basic CLP programming language. The main part of the course covers modelling of complex problems using constraints and rules, and the use of advanced algorithms that are supported by the constraint solvers in modern CLP systems. Also covered are the mathematical foundations of CLP. Throughout the course, practical exercises are performed using a modern CLP system such as CLP(R) or Eclipse.",4,CS2104,Nil,0,,0,
CS4217,Software Development Technologies,"This module aims to provide students with an appreciation of the technologies and tools available in support of the software development life cycle. Through assignments and projects, students will learn various technologies and tools that dramatically improve the productivity of the development process and the quality of product. They will also gain an appreciation of how choosing the wrong technologies and tools can be disastrous to the project, and the pitfalls and opportunities for automation of software development. Topics include cost benefit analysis of using automation tools, tool selection, implementation success criteria, tool evaluations, piloting tools and tool demos.",4,CS3213,Nil,0,,0,
CS4218,Software Testing,"This module covers the concepts and practice of software testing and debugging including unit testing, integration testing, and regression testing. Various testing coverage criteria will be discussed. Debugging methods for finding the root-cause of errors in failing test cases will also be investigated. The use of testing and analysis for performance prediction, performance clustering and performance debugging will be studied. Students will acquire crucial skills on testing and debugging through hands-on assignments.",4,CS2103 or CS2103T,,0,,1,
CS4220,Knowledge Discovery Methods in Bioinformatics,"The advent of high throughput technologies (e.g. DNA chips, microarray, etc), biologists are being overloaded with lots of information (e.g., gene expression data). To be able to make sense out of these data, there is a need to have a systematic way to analyse them. This course is introduced to provide students with knowledge of techniques that can be used to analyse biological data to enable them to discover new knowledge. At the end of the course, students will be able to identify the relevant techniques for different biological data to uncover new information. Topics include: Clustering analysis, classification, association rule mining; support vector machines; Hidden Markov Models.",4,CS2220 or LSM2104,Nil,0,,1,
CS4221,Database Applications Design and Tuning,"This module addresses the design and performance tuning of database applications. The syllabus focusses on relational database applications implemented with relational database management systems. Topics covered include normalisation theory (functional, multi-valued and join dependency, normal forms, decomposition and synthesis methods), entityrelationship approach and SQL tuning (performance evaluation, execution plan verification, indexing, de-normalization, code level and transactions tuning). The syllabus optionally includes selected topics in the technologies, design and performance tuning of non-relational database applications (for instance, network and hierarchical models and nested relational model for an historical perspective, as well as XML and NoSQL systems for a modern perspective).",4,CS3223 Database Systems Implementation,,0,,1,
CS4222,Wireless Networking,"This module aims to provide solid foundation for students in the area of wireless networks and introduces students to the emerging area of cyber-physical-system/Internet-of-Things. The module will cover wireless networking across all layers of the networking stack including physical, link, MAC, routing and application layers. Different network technologies with different characteristic will also be covered, including cellular networks, Wi-Fi, Bluetooth and ZigBee. Some key concepts that cut across all layers and network types are mobility management, energy efficiency, and integration of sensing and communications. The module emphasizes on exposing students to practical network system issues through building software prototypes.",4,(CS2105 Introduction to Computer Networks or EE3204/E Computer Communication Networks I) and (ST2334 Probability and Statistics or ST2131 Probability),Nil,0,,1,
CS4223,Multi-core Architecture,"The world of parallel computer architecture has gone through a significant transformation in the recent years from high-end supercomputers used only for scientific applications to the multi-cores (multiple processing cores on a single chip) that are ubiquitous in mainstream computing systems including desktops, servers, and embedded systems. In the context of this exciting development, the aim of this module is to examine the design issues that are critical to modern parallel architectures. Topics include instruction-level parallelism through static and dynamic scheduling, shared memory, message-passing, and data parallel computer architectures, cache coherence protocols, hardware synchronization primitives, and memory consistency models.",4,(CS2106 or CG2271) and (CS3210 or CS3220 or CG3207),Nil,1,60,0,
CS4224,Distributed Databases,"This module studies the management of data in a distributed environment. It covers the fundamental principles of distributed data management and includes distribution design, data integration, distributed query processing and optimization, distributed transaction management, and replication. It will also look at how these techniques can be adapted to support database management in emerging technologies (e.g., parallel systems, peer-to-peer systems, cloud computing).",4,CS3223,Nil,1,80,0,
CS4225,Massive Data Processing Techniques in Data Science,"Data science incorporates varying elements and builds on techniques and theories from many fields, including statistics, data engineering, data mining, visualization, data warehousing, and high performance computing with the goal of extracting meaning from data and creating data products. Data science seeks to use all available and relevant data to effectively tell a story that can be easily understood by non-practitioners. In this module, students will learn various massive data processing techniques that are used in data science with emphasis on the algorithmic and mathematical properties of these techniques.",4,CS3223,Nil,0,,1,80
CS4226,Internet Architecture,"This module aims to focus on advanced networking concepts pertaining to the modern Internet architecture and applications. It covers a range of topics including network performance (throughput, delay, Little?s Law and M/M/1 queuing formula), and resource allocation and buffer management (max-min fair, round-robin and RED), intra- and inter-domain routing (RIP, OSPF and BGP), congestion control and modern variations of TCP (AIMD and Cubic TCP), peer-to-peer applications and content delivery networks (BitTorrent, Skype, Akamai), and data center networking and management (SDN and OpenFlow).",4,(CS2105 Introduction to Computer Networks or EE3204 Computer Communication Networks I) and (ST2334 Probability &amp; Statistics or ST2131 Probability),,1,60,0,
CS4231,Parallel and Distributed Algorithms,"This course will examine some fundamental issues in parallel programming and distributed computing, and the relationships between the two. Parallel programming: mutual exclusion, semaphores, consistency, wait-free synchronisation. Distributed computing: time, global state, snapshots, message ordering. Relationships: consensus, fault-tolerance, transactions, self-stabilisation.",4,CS3230 or CS3210,Nil,0,,1,
CS4232,Theory of Computation,"The objective of this module is to provide students with a theoretical understanding of what can be computed, and an introduction to the theory of complexity. It aims to introduce (i) some standard formal models of computation so as to develop an understanding of what can or cannot be computed by various computing devices; (ii) some reasoning techniques commonly used in computer science; these include model equivalence, non-determinism, digitalisation, simulation and reduction; and (iii) the mathematical formulation of objects in computer science so as to study their properties.",4,CS1231 or any Level-2000 MAxxxx offered by Mathematics Department,Nil,1,60,0,
CS4234,Optimisation Algorithms,"This module covers common algorithmic techniques for solving optimisation problems, and introduces students to approaches for finding good-enough solutions to NP-hard problems. Topics covered include linear and integer programming, network flow algorithms, local search heuristics, approximation algorithms, and randomized algorithms. Through analysis and application of the techniques to a variety of canonical problems, students develop confidence to (i) appropriately model a given optimisation problem, (ii) apply appropriate algorithmic techniques to solve the problem, (iii) analyse the properties of the problem and candidate algorithms, such as time and space complexity, convergence, approximability, and optimality bound.",4,MA1101R Linear Algebra and CS3230 Design and Analysis of Algorithms,,1,80,0,
CS4235,Computational Geometry,"Computational geometry is the study of algorithms for solving geometric problems. This course introduces the main topics and techniques in this field. They will be presented in connection with applications in CAD, databases, geographic information systems, graphics and robotics. Students will learn the main algorithmic techniques for solving geometric problems and the related discrete geometric structures. At the end of this module, students will be able to design and analyse geometric algorithms and data structures, and to apply these techniques to solve problems arising in applications.",4,CS3230 and (MA1101R or MA1506),Nil,0,,0,
CS4236,Cryptography Theory and Practice,"This module aims to introduce the foundation, principles and concepts behind cryptology and the design of secure communication systems. The emphasis is on the formulation and techniques of various cryptographic primitives, and on the secure usage of such primitives to achieve the goals of confidentially, integrity, and authenticity in both theoretical settings and practical scenarios. Basic topics include pseudorandom functions, symmetric key encryption, public key encryption, message authentication codes, hash functions, digital signatures, key exchange and PKI. Selected topics may include: secret sharing, TCP/IP security, Kerberos, SSL, trusted computing, side-channel attacks.",4,CS1231 and CS2107 and (CS2010 or CS2020),Nil,1,80,0,
CS4237,Systems Modelling and Simulation,"This course covers the methodology and techniques in systems modelling and the design of computer simulation models. At the end of the course, the students should be able to carry out a study of a system using computer simulation. Topics include: ways to study a system; modelling and simulation lifecycle; principles of discrete-event modelling and simulation; input data modelling, model development and programming; model verification and validation; model output analysis, design of simulation experiments; comparison and evaluation of system design alternatives; applications of simulation in computer science.",4,(ST1232 or ST2131 or ST2334) and (CS1020 or its equivalent). Preferably read CS3103 or CS3224 or CS3220 or CS4223.,Industrial Systems Engineering (ISE) students,0,,0,
CS4238,Computer Security Practice,"This is a lab-based module with emphasis on hands-on experiences of computer security. The objective of this module is to familiarize the students with common attacks and protection mechanisms, as well as general system administration and development of secured software. Topics covered include network security, operating system security, and application security such as DNS attacks, memory-error exploits, and web application attacks. Students will learn through project assignments and defense competitions.",4,CS3235,Nil,0,,1,
CS4239,Software Security,"Software engineering processes need to include security considerations in the modern world. This module familiarizes students to security issues in different stages of the software life-cycle. At the end of the module, the students are expected to understand secure programming practices, be able to analyse and check for impact of malicious inputs in programs, and employ specific testing techniques which can help detect software vulnerabilities.",4,CS3235 Computer Security and (CS2103T Software Engineering or CS2103 Software Engineering),,1,60,0,
CS4240,Virtual Reality and 3-D Interaction,"The objective of this module is to expose students to advanced 3D interactive techniques by focusing on a set of selective subjects: fundamentals of virtual reality, immersing devices (HMD, Gloves, magnetic trackers, stereo glasses and other forces) and multi-user systems, techniques for real time or fix frame rate simulation such as scene/object culling, representations of level of details (LOD), and various image based rendering methods based on the dimensionality of the Plenoptic function and related sampling and re-sampling issues.",4,CS3241,Nil,0,,0,
CS4241,Multimedia Information Retrieval,"With the proliferation digital media, more and more information is available in non-textual forms. The ability to index, manage and retrieve media contents is of paramount importance. This module introduces the theory, design and technologies of media search. It covers the design of media search engine, the extraction of media features and their indexing, media concept annotation, media search paradigms, and interactive search. It also covers the applications of media search in social media, enterprise and personal media.",4,CS3245 and CS3246,Nil,0,,0,
CS4242,Social Media Computing,"The emergence of WWW, smart mobile devices and social networks has revolutionised the way we communicate, create, disseminate, and consume information. This has ushered in a new era of communications that involves complex information exchanges and user relationships. This module aims to provide students with a good understanding of the social network phenomena and computational skills for analysing the complex social relation networks between users, the contents they shared, and the ways contents and events are perceived and propagated through the social networks. The analysis will provide better understanding of the concerns and interests of users, and uncover live and emerging events that will affect the community.",4,CS3245 and CS2108,Nil,0,,1,
CS4243,Computer Vision and Pattern Recognition,"In this module, various methods for computers to understand and interpret the contents of images are investigated. The objective is to expose the students to the basic concepts underlying various computer vision techniques and the application of current techniques for problem solving. Topics covered include morphological operations, convolution and cross correlation, edge and corner detection, colour, texture, motion, image registration and mosaicking, 3D vision, camera calibration and 3D reconstruction, eigenface and pattern recognition. Laboratory exercises and projects are included for the students to solve practical problems using computer vision and image processing software packages.",4,"(CS1020 or its equivalent), (MA1101R or MA1506), (MA1102R or MA1505C or MA1505 or MA1521), and (ST1232 or ST2131 or ST2334)",Nil,1,120,0,
